Anti-Malware Logs,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Summary,807 out of exported 807 entries are found and exported.,,,,,,,,,,,
Filter,,,,,,,,,,,,
Time,"2024-11-01 00:00:00 - 2024-12-01 23:59:59
",,,,,,,,,,,
Sort by time,Descending,,,,,,,,,,,
Endpoint,All,,,,,,,,,,,
IP Address,All,,,,,,,,,,,
Event Type,All,,,,,,,,,,,
Status,All,,,,,,,,,,,
Result,,,,,,,,,,,,
No.,Time Detected,Endpoint,IP Address,Type,Threat,Infected File,Time Created ,File MD5,Status,Time Fixed,Engine,Antivirus database version
487,2024-11-08 12:32:00,5F-PC-084,172.22.80.22,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:30,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:18,Gene Analysis Engine,20241126125034
488,2024-11-08 12:31:35,2F-PC-048,172.22.35.139,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:54,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:27,Sangfor Cloud-Based Antivirus Engine,20241126125034
489,2024-11-08 12:31:34,5FB-NB-002,172.22.12.209,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-13 08:42:29,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:41,Sangfor Cloud-Based Antivirus Engine,20241126125034
490,2024-11-08 12:31:34,2F-PC-064,172.22.35.140,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:56,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:14,Sangfor Cloud-Based Antivirus Engine,20241126125034
491,2024-11-08 12:31:21,4F-NB-008,172.22.2.197,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-08-16 09:23:18,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:25,Sangfor Cloud-Based Antivirus Engine,20241126125034
492,2024-11-08 12:30:29,2F-PC-186,172.22.57.69,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-14 07:33:46,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:08,Sangfor Cloud-Based Antivirus Engine,20241126125034
493,2024-11-08 12:30:29,2F-PC-131,172.22.62.38,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:22,Sangfor Cloud-Based Antivirus Engine,20241126125034
494,2024-11-08 12:30:17,2F-PC-058,172.22.57.139,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:35,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:10,Sangfor Cloud-Based Antivirus Engine,20241126125034
495,2024-11-08 12:30:09,Buffer140,172.22.2.198,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-08-16 09:21:34,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:42,Sangfor Cloud-Based Antivirus Engine,20241126125034
496,2024-11-08 12:29:52,GF-NB-002,172.22.14.88,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-08-16 09:21:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:29,Sangfor Cloud-Based Antivirus Engine,20241126125034
497,2024-11-08 12:29:50,2F-NB-005,172.22.0.68,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:49:29,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:20,Gene Analysis Engine,20241126125034
498,2024-11-08 12:29:46,2F-PC-126,172.22.62.54,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:40,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:28,Gene Analysis Engine,20241126125034
499,2024-11-08 12:29:32,hpkkplazaarc,172.22.36.14,Trojan,Trojan.Win32.Save.a,c:\windows\temp\onedrive.exe,2023-08-31 07:05:07,08B5889AF26C2C16AC90F99F5B36481C,Pending,2024-11-08 12:29:32,Sangfor Engine Zero,20241104152256
500,2024-11-08 12:29:32,hpkkplazaarc,172.22.36.14,Trojan,Trojan.Win32.Save.a,c:\program files\google\chrome\updater.exe,2023-08-31 07:06:19,E943443660965C93A2CA426BF840AE6C,Pending,2024-11-08 12:29:32,Sangfor Engine Zero,20241104152256
501,2024-11-08 12:29:32,hpkkplazaarc,172.22.36.14,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 06:53:50,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:23,Gene Analysis Engine,20241126125034
502,2024-11-08 12:29:29,GF-PCP-012,172.22.52.94,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-08-16 15:06:57,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:13,Sangfor Cloud-Based Antivirus Engine,20241126125034
503,2024-11-08 12:29:28,2F-PC-054,172.22.35.134,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:51,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:18,Sangfor Cloud-Based Antivirus Engine,20241126125034
504,2024-11-08 12:29:21,5F-PC-080,172.22.80.154,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:49:37,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:31,Gene Analysis Engine,20241126125034
505,2024-11-08 12:29:18,2F-PC-066,172.22.35.7,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:10,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:15,Gene Analysis Engine,20241126125034
506,2024-11-08 12:29:13,4F-PC-052,172.22.80.248,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:45,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:36,Gene Analysis Engine,20241126125034
507,2024-11-08 12:29:10,2F-PC-075,172.22.57.147,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:10,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:31,Gene Analysis Engine,20241126125034
508,2024-11-08 12:29:06,5F-PC-029,172.22.80.23,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:28,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:19,Gene Analysis Engine,20241126125034
509,2024-11-08 12:28:59,2F-PCP-012,172.22.62.127,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-08-16 15:06:44,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:11,Sangfor Cloud-Based Antivirus Engine,20241126125034
510,2024-11-08 12:28:57,1F-PC-193,172.22.50.224,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:39,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:19,Sangfor Cloud-Based Antivirus Engine,20241126125034
511,2024-11-08 12:28:57,2F-PC-013,172.22.35.135,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:34,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:24,Sangfor Cloud-Based Antivirus Engine,20241126125034
512,2024-11-08 12:28:47,1F-PC-194,172.22.54.227,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:39,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:08,Gene Analysis Engine,20241126125034
513,2024-11-08 12:28:40,5F-PC-054,172.22.68.92,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:29,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:32,Gene Analysis Engine,20241126125034
514,2024-11-08 12:28:38,2F-PC-118,172.22.62.18,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-14 07:33:02,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:39,Gene Analysis Engine,20241126125034
515,2024-11-08 12:28:36,2F-PC-101,172.22.62.136,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:37,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:22,Sangfor Cloud-Based Antivirus Engine,20241126125034
516,2024-11-08 12:28:34,2F-PC-072,172.22.35.4,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:09,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:21,Sangfor Cloud-Based Antivirus Engine,20241126125034
517,2024-11-08 12:28:28,1F-PC-231A,172.22.7.63,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-03-14 02:06:02,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:26,Gene Analysis Engine,20241126125034
518,2024-11-08 12:28:28,1F-PC-221,172.22.0.206,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-14 07:33:47,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:30,Gene Analysis Engine,20241126125034
519,2024-11-08 12:28:13,2F-PC-047,172.22.35.27,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:52,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:28,Sangfor Cloud-Based Antivirus Engine,20241126125034
520,2024-11-08 12:28:12,2F-PC-045,172.22.57.195,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:51,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:14,Sangfor Cloud-Based Antivirus Engine,20241126125034
521,2024-11-08 12:28:08,2F-PC-069,172.22.35.17,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:08,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:23,Sangfor Cloud-Based Antivirus Engine,20241126125034
522,2024-11-08 12:28:05,2F-PC-139,172.22.56.212,Trojan,VB:Trojan.Agent.EBVC,c:\users\tw\appdata\roaming\windows updates files\windows updates service.vbe,2021-08-15 23:44:27,73E3D61DE175DE004D33DFF12B00F9BA,Pending,2024-11-08 12:28:05,Gene Analysis Engine,20241104152256
523,2024-11-08 12:28:00,1F-PC-035,172.22.53.75,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:42,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:06,Gene Analysis Engine,20241126125034
524,2024-11-08 12:27:51,5F-PC-081,172.22.50.251,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:41:26,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:20,Gene Analysis Engine,20241106145024
525,2024-11-08 12:27:42,2F-PC-202,172.22.58.137,Trojan,Trojan.Win64.Agent.A7eg,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:48,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:12,Sangfor Cloud-Based Antivirus Engine,20241126125034
526,2024-11-08 12:27:42,2F-PC-120,172.22.62.142,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-03-14 02:05:16,C112A7B5E5320C16AC6D5BF2D3B63D53,Failed to isolate.,2024-12-04 16:27:23,Gene Analysis Engine,20241112101856
527,2024-11-08 12:27:38,1F-PC-107,172.22.54.109,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:36,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:22,Gene Analysis Engine,20241126125034
528,2024-11-08 12:27:24,1F-PC-119,172.22.50.212,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-14 07:34:09,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:25,Gene Analysis Engine,20241126125034
529,2024-11-08 12:26:54,1F-PC-088,172.22.54.89,Others,Gen:Variant.Barys.320900,c:\programdata\mhnjdtuyeaqo\bkyzejjgqxyc.exe,2024-02-10 08:40:41,C112A7B5E5320C16AC6D5BF2D3B63D53,Isolated successfully.,2024-12-04 16:27:46,Gene Analysis Engine,20241126125034
530,2024-11-08 09:06:49,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-08 08:40:32,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-08 09:06:49,File Reputation Database,20180825222616
531,2024-11-08 08:36:08,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-08 07:39:05,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-08 08:36:08,File Reputation Database,20180825222616
532,2024-11-08 08:02:28,6F-PC-023,172.22.66.51,Trojan,Trojan.Script.108595,f:\autorun.inf_backup,2020-08-12 20:55:19,2F38F9F8534BA776348702EAD75F5F3E,Pending,2024-11-08 08:02:28,Gene Analysis Engine,20241104152256
533,2024-11-08 07:34:42,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-08 07:08:11,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-08 07:34:42,File Reputation Database,20180825222616
534,2024-11-08 07:34:42,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\program files\common files\system\symsrv.dll,2024-11-08 07:08:11,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-08 07:34:42,File Reputation Database,20180825222616
535,2024-11-08 07:03:39,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Save.a,c:\program files (x86)\medweb\plugin\vcruntime140.dll,2016-06-09 22:46:52,E48839412BC47C646D686CDAFA5FA579,Fixed successfully.,2024-11-08 07:03:39,Sangfor Engine Zero,20180825222616
536,2024-11-08 07:03:39,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\program files\common files\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-08 07:03:39,File Reputation Database,20180825222616
537,2024-11-08 07:03:39,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-08 07:03:39,File Reputation Database,20180825222616
538,2024-11-08 00:01:39,6F-PC-023,172.22.66.51,Trojan,Trojan.Script.108595,f:\autorun.inf_backup,2020-08-12 20:55:19,2F38F9F8534BA776348702EAD75F5F3E,Pending,2024-11-08 00:01:39,Gene Analysis Engine,20241104152256
539,2024-11-07 09:28:33,T-PENGARAH,172.22.66.65,Trojan,Trojan.Win32.Save.a,e:\ \bdfaefadefaeefcbefcebcdadebcdfbdabdefaabbc.bdfaefadefaeefcbefcebcdadebcdfbdabdefaabbc,2017-08-08 15:21:28,32EB3D6B0F1D2AB75818D8F89405E4C1,Isolated successfully.,2024-11-07 09:28:33,Sangfor Engine Zero,20241101194856
540,2024-11-07 09:28:32,T-PENGARAH,172.22.66.65,Others,Heur.BZC.YAX.Linx.51.07375F1A,e:\dr anita (2gb).lnk,2017-08-08 15:21:31,AAD34938F1C19E05B3D3BA2CAFB40CCA,Pending,2024-11-07 09:28:32,Gene Analysis Engine,20241101194856
541,2024-11-06 22:23:48,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:23:48,File Reputation Database,20180825222616
542,2024-11-06 22:22:46,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:22:46,File Reputation Database,20180825222616
543,2024-11-06 22:21:44,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:21:44,File Reputation Database,20180825222616
544,2024-11-06 22:20:42,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:20:42,File Reputation Database,20180825222616
545,2024-11-06 22:19:41,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:19:41,File Reputation Database,20180825222616
546,2024-11-06 22:18:39,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:18:39,File Reputation Database,20180825222616
547,2024-11-06 22:17:37,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:17:37,File Reputation Database,20180825222616
548,2024-11-06 22:16:35,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:16:35,File Reputation Database,20180825222616
549,2024-11-06 22:15:32,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:15:32,File Reputation Database,20180825222616
550,2024-11-06 22:14:29,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:14:29,File Reputation Database,20180825222616
551,2024-11-06 22:13:26,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:13:26,File Reputation Database,20180825222616
552,2024-11-06 22:12:23,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:12:23,File Reputation Database,20180825222616
553,2024-11-06 22:11:21,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:11:21,File Reputation Database,20180825222616
554,2024-11-06 22:10:19,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:10:19,File Reputation Database,20180825222616
555,2024-11-06 22:09:17,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:09:17,File Reputation Database,20180825222616
556,2024-11-06 22:08:15,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:08:15,File Reputation Database,20180825222616
557,2024-11-06 22:07:13,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:07:13,File Reputation Database,20180825222616
558,2024-11-06 22:06:11,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:06:11,File Reputation Database,20180825222616
559,2024-11-06 22:05:10,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:05:10,File Reputation Database,20180825222616
560,2024-11-06 22:04:08,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:04:08,File Reputation Database,20180825222616
561,2024-11-06 22:03:06,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:03:06,File Reputation Database,20180825222616
562,2024-11-06 22:02:03,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:02:03,File Reputation Database,20180825222616
563,2024-11-06 22:01:00,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 22:01:00,File Reputation Database,20180825222616
564,2024-11-06 21:59:57,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 21:59:57,File Reputation Database,20180825222616
565,2024-11-06 21:58:54,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 21:58:54,File Reputation Database,20180825222616
566,2024-11-06 21:57:51,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 21:57:51,File Reputation Database,20180825222616
567,2024-11-06 21:56:48,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 21:56:48,File Reputation Database,20180825222616
568,2024-11-06 21:55:46,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 21:55:46,File Reputation Database,20180825222616
569,2024-11-06 21:54:44,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 21:54:44,File Reputation Database,20180825222616
570,2024-11-06 21:53:42,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 21:53:42,File Reputation Database,20180825222616
571,2024-11-06 21:52:40,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 21:52:40,File Reputation Database,20180825222616
572,2024-11-06 21:51:38,GF-PC-080,172.22.59.145,Trojan,Trojan.Win32.Generic.uyng,c:\progra~1\common~1\system\symsrv.dll,2024-11-06 20:09:21,7574CF2C64F35161AB1292E2F532AABF,Isolated successfully.,2024-11-06 21:51:38,File Reputation Database,20180825222616
